"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths
	"Sauk County, WI"	"55111"	"2004"	"2004"	Suppressed	48971	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sauk County, WI"	"55111"	"2005"	"2005"	Suppressed	49758	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sauk County, WI"	"55111"	"2006"	"2006"	Suppressed	50392	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sauk County, WI"	"55111"	"2007"	"2007"	Suppressed	51029	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sauk County, WI"	"55111"	"2008"	"2008"	Suppressed	51706	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sauk County, WI"	"55111"	"2009"	"2009"	Suppressed	51983	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sauk County, WI"	"55111"	"2010"	"2010"	Suppressed	52343	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sauk County, WI"	"55111"	"2011"	"2011"	13	52663	Unreliable	13.1	42.2	6.8	0.1%
	"Sauk County, WI"	"55111"	"2012"	"2012"	Suppressed	53103	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sauk County, WI"	"55111"	"2013"	"2013"	Suppressed	53554	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sauk County, WI"	"55111"	"2014"	"2014"	Suppressed	53874	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sauk County, WI"	"55111"	"2015"	"2015"	11	54114	Unreliable	10.1	36.4	6.1	0.1%
	"Sauk County, WI"	"55111"	"2016"	"2016"	12	54449	Unreliable	11.4	38.5	6.4	0.1%
	"Sauk County, WI"	"55111"	"2017"	"2017"	Suppressed	54433	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sauk County, WI"	"55111"	"2018"	"2018"	13	54624	Unreliable	12.7	40.7	6.6	0.1%
	"Sauk County, WI"	"55111"	"2019"	"2019"	11	54918	Unreliable	10.0	35.8	6.0	0.1%
	"Sauk County, WI"	"55111"	"2020 "	"2020"	16	54995	Unreliable	16.6	47.2	7.3	0.1%
"Total"	"Sauk County, WI"	"55111"			151	1130651	13.4	11.2	15.5	1.1	1.4%
	"Sawyer County, WI"	"55113"	"1999"	"1999"	Suppressed	13674	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sawyer County, WI"	"55113"	"2000"	"2000"	Suppressed	13806	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sawyer County, WI"	"55113"	"2001"	"2001"	Suppressed	13926	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sawyer County, WI"	"55113"	"2002"	"2002"	Suppressed	14136	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sawyer County, WI"	"55113"	"2003"	"2003"	Suppressed	14288	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sawyer County, WI"	"55113"	"2004"	"2004"	Suppressed	14349	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sawyer County, WI"	"55113"	"2005"	"2005"	Suppressed	14500	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sawyer County, WI"	"55113"	"2006"	"2006"	Suppressed	14459	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sawyer County, WI"	"55113"	"2007"	"2007"	Suppressed	14484	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sawyer County, WI"	"55113"	"2008"	"2008"	Suppressed	14412	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sawyer County, WI"	"55113"	"2009"	"2009"	Suppressed	14336	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sawyer County, WI"	"55113"	"2010"	"2010"	Suppressed	14321	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sawyer County, WI"	"55113"	"2011"	"2011"	Suppressed	14327	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sawyer County, WI"	"55113"	"2012"	"2012"	Suppressed	14352	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sawyer County, WI"	"55113"	"2013"	"2013"	Suppressed	14303	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sawyer County, WI"	"55113"	"2014"	"2014"	Suppressed	14256	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sawyer County, WI"	"55113"	"2015"	"2015"	Suppressed	14199	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sawyer County, WI"	"55113"	"2016"	"2016"	Suppressed	14213	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sawyer County, WI"	"55113"	"2017"	"2017"	Suppressed	14239	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sawyer County, WI"	"55113"	"2018"	"2018"	Suppressed	14375	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sawyer County, WI"	"55113"	"2019"	"2019"	Suppressed	14486	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sawyer County, WI"	"55113"	"2020 "	"2020"	10	14670	Unreliable	32.7	125.4	21.6	0.1%
"Total"	"Sawyer County, WI"	"55113"			26	314111	8.3	5.4	12.1	1.6	0.2%
	"Shawano County, WI"	"55115"	"1999"	"1999"	Suppressed	33794	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Shawano County, WI"	"55115"	"2000"	"2000"	Suppressed	34157	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Shawano County, WI"	"55115"	"2001"	"2001"	Suppressed	34473	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Shawano County, WI"	"55115"	"2002"	"2002"	Suppressed	34689	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Shawano County, WI"	"55115"	"2003"	"2003"	Suppressed	34948	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Shawano County, WI"	"55115"	"2004"	"2004"	Suppressed	35171	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Shawano County, WI"	"55115"	"2005"	"2005"	Suppressed	35313	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Shawano County, WI"	"55115"	"2006"	"2006"	Suppressed	35454	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Shawano County, WI"	"55115"	"2007"	"2007"	Suppressed	35703	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Shawano County, WI"	"55115"	"2008"	"2008"	Suppressed	35738	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Shawano County, WI"	"55115"	"2009"	"2009"	Suppressed	35717	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Shawano County, WI"	"55115"	"2010"	"2010"	Suppressed	35786	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Shawano County, WI"	"55115"	"2011"	"2011"	Suppressed	35793	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Shawano County, WI"	"55115"	"2012"	"2012"	Suppressed	35745	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Shawano County, WI"	"55115"	"2013"	"2013"	Suppressed	35748	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Shawano County, WI"	"55115"	"2014"	"2014"	Suppressed	35696	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Shawano County, WI"	"55115"	"2015"	"2015"	Suppressed	35525	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Shawano County, WI"	"55115"	"2016"	"2016"	Suppressed	35426	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Shawano County, WI"	"55115"	"2017"	"2017"	Suppressed	35383	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Shawano County, WI"	"55115"	"2018"	"2018"	Suppressed	35247	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Shawano County, WI"	"55115"	"2019"	"2019"	Suppressed	35368	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Shawano County, WI"	"55115"	"2020 "	"2020"	Suppressed	35315	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
"Total"	"Shawano County, WI"	"55115"			36	776189	4.6	3.2	6.4	0.8	0.3%
	"Sheboygan County, WI"	"55117"	"1999"	"1999"	Suppressed	93737	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sheboygan County, WI"	"55117"	"2000"	"2000"	Suppressed	94197	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sheboygan County, WI"	"55117"	"2001"	"2001"	Suppressed	94865	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sheboygan County, WI"	"55117"	"2002"	"2002"	Suppressed	95182	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sheboygan County, WI"	"55117"	"2003"	"2003"	Suppressed	95577	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sheboygan County, WI"	"55117"	"2004"	"2004"	Suppressed	96065	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sheboygan County, WI"	"55117"	"2005"	"2005"	Suppressed	96603	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sheboygan County, WI"	"55117"	"2006"	"2006"	Suppressed	96814	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sheboygan County, WI"	"55117"	"2007"	"2007"	Suppressed	97240	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sheboygan County, WI"	"55117"	"2008"	"2008"	Suppressed	97578	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sheboygan County, WI"	"55117"	"2009"	"2009"	Suppressed	97625	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sheboygan County, WI"	"55117"	"2010"	"2010"	Suppressed	97613	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sheboygan County, WI"	"55117"	"2011"	"2011"	Suppressed	97603	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sheboygan County, WI"	"55117"	"2012"	"2012"	Suppressed	97902	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sheboygan County, WI"	"55117"	"2013"	"2013"	Suppressed	98018	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sheboygan County, WI"	"55117"	"2014"	"2014"	Suppressed	98393	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sheboygan County, WI"	"55117"	"2015"	"2015"	Suppressed	98874	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sheboygan County, WI"	"55117"	"2016"	"2016"	16	98744	Unreliable	9.3	26.3	4.1	0.1%
	"Sheboygan County, WI"	"55117"	"2017"	"2017"	18	98718	Unreliable	10.8	28.8	4.3	0.2%
	"Sheboygan County, WI"	"55117"	"2018"	"2018"	12	99138	Unreliable	6.3	21.1	3.5	0.1%
	"Sheboygan County, WI"	"55117"	"2019"	"2019"	12	99299	Unreliable	6.2	21.1	3.5	0.1%
	"Sheboygan County, WI"	"55117"	"2020 "	"2020"	22	99337	22.1	13.9	33.5	4.7	0.2%
"Total"	"Sheboygan County, WI"	"55117"			123	2139122	5.8	4.7	6.8	0.5	1.2%
	"Taylor County, WI"	"55119"	"1999"	"1999"	Suppressed	16346	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Taylor County, WI"	"55119"	"2000"	"2000"	Suppressed	16456	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Taylor County, WI"	"55119"	"2001"	"2001"	Suppressed	16632	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Taylor County, WI"	"55119"	"2002"	"2002"	Suppressed	16780	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Taylor County, WI"	"55119"	"2003"	"2003"	Suppressed	16831	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Taylor County, WI"	"55119"	"2004"	"2004"	Suppressed	17014	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Taylor County, WI"	"55119"	"2005"	"2005"	Suppressed	17153	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Taylor County, WI"	"55119"	"2006"	"2006"	Suppressed	17245	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Taylor County, WI"	"55119"	"2007"	"2007"	Suppressed	17311	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Taylor County, WI"	"55119"	"2008"	"2008"	Suppressed	17305	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Taylor County, WI"	"55119"	"2009"	"2009"	Suppressed	17331	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Taylor County, WI"	"55119"	"2010"	"2010"	Suppressed	17341	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Taylor County, WI"	"55119"	"2011"	"2011"	Suppressed	17348	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Taylor County, WI"	"55119"	"2012"	"2012"	Suppressed	17189	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Taylor County, WI"	"55119"	"2013"	"2013"	Suppressed	17398	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Taylor County, WI"	"55119"	"2014"	"2014"	Suppressed	17368	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Taylor County, WI"	"55119"	"2015"	"2015"	Suppressed	17320	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Taylor County, WI"	"55119"	"2016"	"2016"	Suppressed	17330	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Taylor County, WI"	"55119"	"2017"	"2017"	Suppressed	17227	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Taylor County, WI"	"55119"	"2018"	"2018"	Suppressed	17369	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Taylor County, WI"	"55119"	"2019"	"2019"	Suppressed	17320	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Taylor County, WI"	"55119"	"2020 "	"2020"	Suppressed	17389	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
"Total"	"Taylor County, WI"	"55119"			Suppressed	377003	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Trempealeau County, WI"	"55121"	"1999"	"1999"	Suppressed	22435	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Trempealeau County, WI"	"55121"	"2000"	"2000"	Suppressed	22616	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Trempealeau County, WI"	"55121"	"2001"	"2001"	Suppressed	22755	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Trempealeau County, WI"	"55121"	"2002"	"2002"	Suppressed	22927	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Trempealeau County, WI"	"55121"	"2003"	"2003"	Suppressed	23109	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Trempealeau County, WI"	"55121"	"2004"	"2004"	Suppressed	23345	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Trempealeau County, WI"	"55121"	"2005"	"2005"	Suppressed	23658	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Trempealeau County, WI"	"55121"	"2006"	"2006"	Suppressed	23821	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Trempealeau County, WI"	"55121"	"2007"	"2007"	Suppressed	23879	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Trempealeau County, WI"	"55121"	"2008"	"2008"	Suppressed	23963	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Trempealeau County, WI"	"55121"	"2009"	"2009"	Suppressed	24040	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Trempealeau County, WI"	"55121"	"2010"	"2010"	Suppressed	24195	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Trempealeau County, WI"	"55121"	"2011"	"2011"	Suppressed	24358	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Trempealeau County, WI"	"55121"	"2012"	"2012"	Suppressed	24583	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Trempealeau County, WI"	"55121"	"2013"	"2013"	Suppressed	24772	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Trempealeau County, WI"	"55121"	"2014"	"2014"	Suppressed	24723	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Trempealeau County, WI"	"55121"	"2015"	"2015"	Suppressed	24701	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Trempealeau County, WI"	"55121"	"2016"	"2016"	Suppressed	24748	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Trempealeau County, WI"	"55121"	"2017"	"2017"	Suppressed	24628	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Trempealeau County, WI"	"55121"	"2018"	"2018"	Suppressed	24511	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Trempealeau County, WI"	"55121"	"2019"	"2019"	Suppressed	24707	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Trempealeau County, WI"	"55121"	"2020 "	"2020"	Suppressed	24689	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
"Total"	"Trempealeau County, WI"	"55121"			20	527163	3.8	2.3	5.9	0.8	0.2%
	"Vernon County, WI"	"55123"	"1999"	"1999"	Suppressed	23168	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Vernon County, WI"	"55123"	"2000"	"2000"	Suppressed	23229	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Vernon County, WI"	"55123"	"2001"	"2001"	Suppressed	23313	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Vernon County, WI"	"55123"	"2002"	"2002"	Suppressed	23524	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Vernon County, WI"	"55123"	"2003"	"2003"	Suppressed	23636	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Vernon County, WI"	"55123"	"2004"	"2004"	Suppressed	23854	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Vernon County, WI"	"55123"	"2005"	"2005"	Suppressed	24058	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Vernon County, WI"	"55123"	"2006"	"2006"	Suppressed	24127	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Vernon County, WI"	"55123"	"2007"	"2007"	Suppressed	24255	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Vernon County, WI"	"55123"	"2008"	"2008"	Suppressed	24384	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Vernon County, WI"	"55123"	"2009"	"2009"	Suppressed	24402	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Vernon County, WI"	"55123"	"2010"	"2010"	Suppressed	24534	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Vernon County, WI"	"55123"	"2011"	"2011"	Suppressed	24748	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Vernon County, WI"	"55123"	"2012"	"2012"	Suppressed	25094	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Vernon County, WI"	"55123"	"2013"	"2013"	Suppressed	25095	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Vernon County, WI"	"55123"	"2014"	"2014"	Suppressed	25126	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Vernon County, WI"	"55123"	"2015"	"2015"	Suppressed	25292	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Vernon County, WI"	"55123"	"2016"	"2016"	Suppressed	25563	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Vernon County, WI"	"55123"	"2017"	"2017"	Suppressed	25537	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Vernon County, WI"	"55123"	"2018"	"2018"	Suppressed	25557	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Vernon County, WI"	"55123"	"2019"	"2019"	Suppressed	25596	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Vernon County, WI"	"55123"	"2020 "	"2020"	Suppressed	25639	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
"Total"	"Vernon County, WI"	"55123"			30	539731	5.6	3.8	7.9	1.0	0.3%
	"Vilas County, WI"	"55125"	"1999"	"1999"	Suppressed	18161	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Vilas County, WI"	"55125"	"2000"	"2000"	Suppressed	18356	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Vilas County, WI"	"55125"	"2001"	"2001"	Suppressed	18869	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Vilas County, WI"	"55125"	"2002"	"2002"	Suppressed	19202	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Vilas County, WI"	"55125"	"2003"	"2003"	Suppressed	19478	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Vilas County, WI"	"55125"	"2004"	"2004"	Suppressed	19624	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Vilas County, WI"	"55125"	"2005"	"2005"	Suppressed	19755	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Vilas County, WI"	"55125"	"2006"	"2006"	Suppressed	19716	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Vilas County, WI"	"55125"	"2007"	"2007"	Suppressed	19646	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Vilas County, WI"	"55125"	"2008"	"2008"	Suppressed	19396	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Vilas County, WI"	"55125"	"2009"	"2009"	Suppressed	19190	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Vilas County, WI"	"55125"	"2010"	"2010"	Suppressed	19063	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Vilas County, WI"	"55125"	"2011"	"2011"	Suppressed	19090	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Vilas County, WI"	"55125"	"2012"	"2012"	Suppressed	19024	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Vilas County, WI"	"55125"	"2013"	"2013"	Suppressed	19052	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Vilas County, WI"	"55125"	"2014"	"2014"	Suppressed	19113	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Vilas County, WI"	"55125"	"2015"	"2015"	Suppressed	19095	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Vilas County, WI"	"55125"	"2016"	"2016"	Suppressed	19171	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Vilas County, WI"	"55125"	"2017"	"2017"	Suppressed	19345	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Vilas County, WI"	"55125"	"2018"	"2018"	Suppressed	19561	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Vilas County, WI"	"55125"	"2019"	"2019"	Suppressed	19801	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Vilas County, WI"	"55125"	"2020 "	"2020"	Suppressed	19969	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
"Total"	"Vilas County, WI"	"55125"			52	423677	12.3	9.2	16.1	1.7	0.5%
	"Walworth County, WI"	"55127"	"1999"	"1999"	Suppressed	78116	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Walworth County, WI"	"55127"	"2000"	"2000"	Suppressed	79220	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Walworth County, WI"	"55127"	"2001"	"2001"	Suppressed	78835	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Walworth County, WI"	"55127"	"2002"	"2002"	Suppressed	80631	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Walworth County, WI"	"55127"	"2003"	"2003"	Suppressed	82078	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Walworth County, WI"	"55127"	"2004"	"2004"	Suppressed	83198	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Walworth County, WI"	"55127"	"2005"	"2005"	Suppressed	84549	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Walworth County, WI"	"55127"	"2006"	"2006"	Suppressed	85419	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Walworth County, WI"	"55127"	"2007"	"2007"	Suppressed	85796	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Walworth County, WI"	"55127"	"2008"	"2008"	Suppressed	86089	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Walworth County, WI"	"55127"	"2009"	"2009"	15	86381	Unreliable	9.7	28.6	4.5	0.1%
	"Walworth County, WI"	"55127"	"2010"	"2010"	13	86512	Unreliable	8.0	25.7	4.2	0.1%
	"Walworth County, WI"	"55127"	"2011"	"2011"	Suppressed	87498	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Walworth County, WI"	"55127"	"2012"	"2012"	12	87708	Unreliable	7.1	23.9	3.9	0.1%
	"Walworth County, WI"	"55127"	"2013"	"2013"	15	88247	Unreliable	9.5	28.0	4.4	0.1%
	"Walworth County, WI"	"55127"	"2014"	"2014"	14	89156	Unreliable	8.6	26.3	4.2	0.1%
	"Walworth County, WI"	"55127"	"2015"	"2015"	11	88719	Unreliable	6.2	22.2	3.7	0.1%
	"Walworth County, WI"	"55127"	"2016"	"2016"	16	89075	Unreliable	10.3	29.2	4.5	0.1%
	"Walworth County, WI"	"55127"	"2017"	"2017"	13	89535	Unreliable	7.7	24.8	4.0	0.1%
	"Walworth County, WI"	"55127"	"2018"	"2018"	17	90393	Unreliable	11.0	30.1	4.6	0.2%
	"Walworth County, WI"	"55127"	"2019"	"2019"	22	90872	24.2	15.2	36.7	5.2	0.2%
	"Walworth County, WI"	"55127"	"2020 "	"2020"	23	91111	25.2	16.0	37.9	5.3	0.2%
"Total"	"Walworth County, WI"	"55127"			212	1889138	11.2	9.7	12.7	0.8	2.0%
	"Washburn County, WI"	"55129"	"1999"	"1999"	Suppressed	13603	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Washburn County, WI"	"55129"	"2000"	"2000"	Suppressed	13789	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Washburn County, WI"	"55129"	"2001"	"2001"	Suppressed	13867	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Washburn County, WI"	"55129"	"2002"	"2002"	Suppressed	14005	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Washburn County, WI"	"55129"	"2003"	"2003"	Suppressed	14038	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Washburn County, WI"	"55129"	"2004"	"2004"	Suppressed	14047	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Washburn County, WI"	"55129"	"2005"	"2005"	Suppressed	14006	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Washburn County, WI"	"55129"	"2006"	"2006"	Suppressed	14033	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Washburn County, WI"	"55129"	"2007"	"2007"	Suppressed	13961	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Washburn County, WI"	"55129"	"2008"	"2008"	Suppressed	13858	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Washburn County, WI"	"55129"	"2009"	"2009"	Suppressed	13828	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Washburn County, WI"	"55129"	"2010"	"2010"	Suppressed	13837	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
